INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
2019-032L,44320,DEBRIS,CZ-11 DEB,PRC,2019-06-05,YSLA,2019-11-06,88.71,44.89,224,197,,,0,SMALL,7120,2019,32,L,Y,CZ-11 DEB,2019-032L,44320
2019-062A,44546,PAYLOAD,HTV-8,JPN,2019-09-24,TNSTA,2019-11-03,89.94,51.64,399,145,,,0,LARGE,7197,2019,62,A,Y,HTV-8,2019-062A,44546
2019-006DP,44465,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-11-01,90.31,97.36,359,220,,,0,SMALL,7159,2019,6,DP,Y,MICROSAT-R DEB,2019-006DP,44465
2019-006DH,44445,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-10-30,88.86,94.32,246,190,,,0,SMALL,7197,2019,6,DH,Y,MICROSAT-R DEB,2019-006DH,44445
1979-057E,43295,DEBRIS,NOAA 6 DEB,US,1979-06-27,AFWTR,2019-10-30,92.95,98.59,430,408,,,0,SMALL,7109,1979,57,E,Y,NOAA 6 DEB,1979-057E,43295
2019-032K,44319,DEBRIS,CZ-11 DEB,PRC,2019-06-05,YSLA,2019-10-29,89.81,44.89,302,229,,,0,SMALL,7169,2019,32,K,Y,CZ-11 DEB,2019-032K,44319
2018-093D,43709,ROCKET BODY,CZ-3B R/B,PRC,2018-11-18,XSC,2019-10-28,91.07,54.71,545,109,,,0,LARGE,7109,2018,93,D,Y,CZ-3B R/B,2018-093D,43709
2013-064N,39392,PAYLOAD,SENSE SV2,US,2013-11-20,WLPIS,2019-10-28,88.65,40.48,212,204,,,0,SMALL,7159,2013,64,N,Y,SENSE SV2,2013-064N,39392
2019-006CW,44220,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-10-27,88.82,96.79,234,198,,,0,SMALL,7197,2019,6,CW,Y,MICROSAT-R DEB,2019-006CW,44220
2019-035B,44338,ROCKET BODY,CZ-3B R/B,PRC,2019-06-24,XSC,2019-10-22,101.51,28.5,1590,70,,,0,LARGE,7098,2019,35,B,Y,CZ-3B R/B,2019-035B,44338
2019-032R,44492,DEBRIS,CZ-11 DEB,PRC,2019-06-05,YSLA,2019-10-21,88.29,44.88,198,182,,,0,SMALL,7100,2019,32,R,Y,CZ-11 DEB,2019-032R,44492
1998-067MZ,42910,PAYLOAD,TOMSK-TPU 120,CIS,1998-11-20,TTMTR,2019-10-20,87.84,51.62,170,165,,,0,MEDIUM,7109,1998,67,MZ,Y,TOMSK-TPU 120,1998-067MZ,42910
1991-082CM,35419,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,2019-10-20,92.51,98.4,400,395,,,0,SMALL,7148,1991,82,CM,Y,DMSP 5D-2 F11 DEB,1991-082CM,35419
2019-006DR,44467,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-10-18,89.85,95.1,321,214,,,0,SMALL,7102,2019,6,DR,Y,MICROSAT-R DEB,2019-006DR,44467
2019-006CX,44221,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-10-18,87.96,96.82,189,158,,,0,SMALL,7197,2019,6,CX,Y,MICROSAT-R DEB,2019-006CX,44221
2019-042B,44442,ROCKET BODY,GSLV R/B,IND,2019-07-22,SRI,2019-10-16,91.77,21.45,638,85,,,0,LARGE,7092,2019,42,B,Y,GSLV R/B,2019-042B,44442
1998-067ND,42914,PAYLOAD,TNS 0-2,CIS,1998-11-20,TTMTR,2019-10-15,87.68,51.62,163,155,,,0,MEDIUM,7102,1998,67,ND,Y,TNS 0-2,1998-067ND,42914
1999-025DUU,36219,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,2019-10-15,100.05,99.04,860,662,,,0,SMALL,7094,1999,25,DUU,Y,FENGYUN 1C DEB,1999-025DUU,36219
1977-021D,9927,ROCKET BODY,SL-6 R/B(2),CIS,1977-03-24,PKMTR,2019-10-15,90.77,61.45,547,78,,,0,LARGE,7102,1977,21,D,Y,SL-6 R/B(2),1977-021D,9927
2019-032P,44327,DEBRIS,CZ-11 DEB,PRC,2019-06-05,YSLA,2019-10-12,89.11,44.89,259,202,,,0,SMALL,7091,2019,32,P,Y,CZ-11 DEB,2019-032P,44327
2019-006AL,44149,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-10-09,87.76,96.06,169,158,,,0,SMALL,7091,2019,6,AL,Y,MICROSAT-R DEB,2019-006AL,44149
1999-025CYN,32345,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,2019-10-06,100.77,98.41,978,612,,,0,SMALL,7094,1999,25,CYN,Y,FENGYUN 1C DEB,1999-025CYN,32345
2012-064C,38999,PAYLOAD,XINYAN 1 (XY-1),PRC,2012-11-18,TSC,2019-10-05,87.01,97.14,135,118,,,0,MEDIUM,7084,2012,64,C,Y,XINYAN 1 (XY-1),2012-064C,38999
2019-006DZ,44501,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-10-04,89.34,96.16,263,221,,,0,SMALL,7084,2019,6,DZ,Y,MICROSAT-R DEB,2019-006DZ,44501
2016-006C,41325,ROCKET BODY,CZ-3C R/B,PRC,2016-02-01,XSC,2019-10-04,88.36,54.58,281,105,,,0,LARGE,7197,2016,6,C,Y,CZ-3C R/B,2016-006C,41325
1993-036ANU,35653,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,2019-10-04,89.37,73.95,248,238,,,0,SMALL,7197,1993,36,ANU,Y,COSMOS 2251 DEB,1993-036ANU,35653
2019-013A,44069,PAYLOAD,SOYUZ MS-12,CIS,2019-03-14,TTMTR,2019-10-03,92.9,51.64,421,411,,,0,,7079,2019,13,A,Y,SOYUZ MS-12,2019-013A,44069
2017-082B,43066,PAYLOAD,SLATS,JPN,2017-12-23,TNSTA,2019-10-01,87.2,98.14,142,129,,,0,LARGE,7196,2017,82,B,Y,SLATS,2017-082B,43066
2019-064B,44551,ROCKET BODY,SL-4 R/B,CIS,2019-09-25,TTMTR,2019-09-28,87.33,51.67,150,135,,,0,LARGE,7086,2019,64,B,Y,SL-4 R/B,2019-064B,44551
2019-006DJ,44460,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-28,90.55,95.2,369,234,,,0,SMALL,7086,2019,6,DJ,Y,MICROSAT-R DEB,2019-006DJ,44460
2019-006CQ,44214,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-27,89.91,93.35,329,211,,,0,SMALL,7086,2019,6,CQ,Y,MICROSAT-R DEB,2019-006CQ,44214
2019-006CM,44201,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-26,88.73,95.12,233,190,,,0,SMALL,7086,2019,6,CM,Y,MICROSAT-R DEB,2019-006CM,44201
2018-010A,43163,PAYLOAD,DOVE PIONEER,US,2018-01-21,RLLC,2019-09-22,88.1,82.88,189,171,,,0,SMALL,7077,2018,10,A,Y,DOVE PIONEER,2018-010A,43163
2019-006CU,44218,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-21,91.65,96.28,470,241,,,0,SMALL,7197,2019,6,CU,Y,MICROSAT-R DEB,2019-006CU,44218
2019-006CY,44377,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-20,88.58,92.24,227,182,,,0,SMALL,7102,2019,6,CY,Y,MICROSAT-R DEB,2019-006CY,44377
2019-006DB,44380,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-20,88.34,96.11,205,180,,,0,SMALL,7070,2019,6,DB,Y,MICROSAT-R DEB,2019-006DB,44380
2019-060B,44535,ROCKET BODY,CZ-11 R/B,PRC,2019-09-19,JSC,2019-09-19,88.39,97.36,296,93,,,0,,7069,2019,60,B,Y,CZ-11 R/B,2019-060B,44535
2019-006EC,44489,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-19,92.2,95.18,500,265,,,0,SMALL,7091,2019,6,EC,Y,MICROSAT-R DEB,2019-006EC,44489
2019-006ED,44490,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-16,89.89,95.19,317,221,,,0,SMALL,7074,2019,6,ED,Y,MICROSAT-R DEB,2019-006ED,44490
2019-006EF,44522,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-15,91.69,95.23,467,248,,,0,SMALL,7091,2019,6,EF,Y,MICROSAT-R DEB,2019-006EF,44522
2019-032N,44326,DEBRIS,CZ-11 DEB,PRC,2019-06-05,YSLA,2019-09-15,93.35,44.93,610,266,,,0,SMALL,7091,2019,32,N,Y,CZ-11 DEB,2019-032N,44326
2019-006DX,44473,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-13,90.5,96.92,367,231,,,0,SMALL,7064,2019,6,DX,Y,MICROSAT-R DEB,2019-006DX,44473
2017-037D,42919,PAYLOAD,COSMOS 2521,CIS,2017-06-23,PKMTR,2019-09-12,87.45,97.83,154,142,,,0,MEDIUM,7061,2017,37,D,Y,COSMOS 2521,2017-037D,42919
2019-006EE,44491,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-11,91.28,95.24,434,241,,,0,SMALL,7197,2019,6,EE,Y,MICROSAT-R DEB,2019-006EE,44491
1987-068DG,39980,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,2019-09-10,91.71,82.48,369,348,,,0,SMALL,7196,1987,68,DG,Y,SL-14 DEB,1987-068DG,39980
1998-067NB,42912,PAYLOAD,TANYUSHA 2,CIS,1998-11-20,TTMTR,2019-09-08,88.33,51.63,193,191,,,0,SMALL,7063,1998,67,NB,Y,TANYUSHA 2,1998-067NB,42912
2019-055A,44504,PAYLOAD,SOYUZ MS-14,CIS,2019-08-22,TTMTR,2019-09-06,92.88,51.65,421,410,,,0,LARGE,7061,2019,55,A,Y,SOYUZ MS-14,2019-055A,44504
1999-025BBJ,30968,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,2019-09-05,93.02,99.39,433,412,,,0,SMALL,7059,1999,25,BBJ,Y,FENGYUN 1C DEB,1999-025BBJ,30968
2018-084P,44053,DEBRIS,H-2A DEB,JPN,2018-10-29,TNSTA,2019-09-04,92.03,97.73,386,361,,,0,SMALL,7102,2018,84,P,Y,H-2A DEB,2018-084P,44053
2019-006DK,44461,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-04,92.74,95.75,563,254,,,0,SMALL,7091,2019,6,DK,Y,MICROSAT-R DEB,2019-006DK,44461
2019-006AP,44152,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-09-02,88,95.01,185,166,,,0,SMALL,7059,2019,6,AP,Y,MICROSAT-R DEB,2019-006AP,44152
2019-006DS,44468,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-31,90.02,95.16,328,223,,,0,SMALL,7059,2019,6,DS,Y,MICROSAT-R DEB,2019-006DS,44468
2019-006CN,44202,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-31,87.81,97.15,175,157,,,0,SMALL,7058,2019,6,CN,Y,MICROSAT-R DEB,2019-006CN,44202
1998-067QS,44515,DEBRIS,ISS DEB,CIS,1998-11-20,TTMTR,2019-08-31,91.92,51.63,385,353,,,0,SMALL,7091,1998,67,QS,Y,ISS DEB,1998-067QS,44515
2008-012B,32712,ROCKET BODY,DELTA 2 R/B(2) (PAM-D),US,2008-03-15,AFETR,2019-08-30,87.61,39.71,179,133,,,0,LARGE,7054,2008,12,B,Y,DELTA 2 R/B(2) (PAM-D),2008-012B,32712
1998-054D,25488,ROCKET BODY,SL-6 R/B(2),CIS,1998-09-28,PKMTR,2019-08-29,89.72,62.23,451,70,,,0,LARGE,7051,1998,54,D,Y,SL-6 R/B(2),1998-054D,25488
2019-006DF,44384,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-28,89.13,97,270,193,,,0,SMALL,7074,2019,6,DF,Y,MICROSAT-R DEB,2019-006DF,44384
2019-006DG,44444,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-28,90.25,95.21,346,228,,,0,SMALL,7091,2019,6,DG,Y,MICROSAT-R DEB,2019-006DG,44444
2019-006AY,44161,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-27,87.56,96.24,161,146,,,0,SMALL,7069,2019,6,AY,Y,MICROSAT-R DEB,2019-006AY,44161
2019-044A,44446,PAYLOAD,DRAGON CRS-18,US,2019-07-25,AFETR,2019-08-27,92.67,51.65,414,397,,,0,LARGE,7045,2019,44,A,Y,DRAGON CRS-18,2019-044A,44446
2019-006AQ,44153,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-26,88.45,95.01,211,185,,,0,SMALL,7197,2019,6,AQ,Y,MICROSAT-R DEB,2019-006AQ,44153
2019-055B,44505,ROCKET BODY,SL-4 R/B,CIS,2019-08-22,TTMTR,2019-08-26,87.38,51.66,146,143,,,0,LARGE,7041,2019,55,B,Y,SL-4 R/B,2019-055B,44505
1998-046L,44017,DEBRIS,ORBCOMM FM 16 DEB,ORB,1998-08-02,ERAS,2019-08-26,94.96,45.45,664,370,,,0,SMALL,7091,1998,46,L,Y,ORBCOMM FM 16 DEB,1998-046L,44017
1999-025BBW,30980,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,2019-08-22,92.16,98.86,385,376,,,0,SMALL,7196,1999,25,BBW,Y,FENGYUN 1C DEB,1999-025BBW,30980
2019-006AV,44158,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-17,87.72,96.28,173,150,,,0,SMALL,7091,2019,6,AV,Y,MICROSAT-R DEB,2019-006AV,44158
2019-006CB,44191,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-14,87.27,96.71,147,132,,,0,SMALL,7196,2019,6,CB,Y,MICROSAT-R DEB,2019-006CB,44191
2019-006DN,44464,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-11,88.5,96.37,227,174,,,0,SMALL,7091,2019,6,DN,Y,MICROSAT-R DEB,2019-006DN,44464
2008-033F,33113,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2008-06-27,TTMTR,2019-08-11,88.17,47.07,274,93,,,0,MEDIUM,7046,2008,33,F,Y,SL-12 R/B(AUX MOTOR),2008-033F,33113
2019-036AA,44376,PAYLOAD,OCULUS-ASR SPHERE 1,US,2019-06-25,AFETR,2019-08-10,94.48,28.51,675,312,,,0,SMALL,7148,2019,36,AA,Y,OCULUS-ASR SPHERE 1,2019-036AA,44376
2019-032Q,44328,DEBRIS,CZ-11 DEB,PRC,2019-06-05,YSLA,2019-08-10,89.57,44.9,291,216,,,0,SMALL,7091,2019,32,Q,Y,CZ-11 DEB,2019-032Q,44328
1977-032A,9941,PAYLOAD,MOLNIYA 3-7,CIS,1977-04-28,PKMTR,2019-08-08,92.42,61.49,715,71,,,0,LARGE,7020,1977,32,A,Y,MOLNIYA 3-7,1977-032A,9941
2019-006DA,44379,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-07,88.83,96.33,242,191,,,0,SMALL,7042,2019,6,DA,Y,MICROSAT-R DEB,2019-006DA,44379
2019-006CZ,44378,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-07,88.4,96.03,214,177,,,0,SMALL,7054,2019,6,CZ,Y,MICROSAT-R DEB,2019-006CZ,44378
2019-003H,43939,DEBRIS,EPSILON DEB,JPN,2019-01-18,KSCUT,2019-08-07,87.44,97.09,157,138,,,0,LARGE,7020,2019,3,H,Y,EPSILON DEB,2019-003H,43939
2019-043A,44443,PAYLOAD,CAS 7B,PRC,2019-07-25,JSC,2019-08-06,88.67,42.72,217,201,,,0,MEDIUM,7020,2019,43,A,Y,CAS 7B,2019-043A,44443
2019-006DL,44462,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-08-06,89.75,95.83,314,211,,,0,SMALL,7032,2019,6,DL,Y,MICROSAT-R DEB,2019-006DL,44462
2019-047B,44456,ROCKET BODY,SL-4 R/B,CIS,2019-07-31,TTMTR,2019-08-04,86.95,51.65,128,119,,,0,LARGE,7013,2019,47,B,Y,SL-4 R/B,2019-047B,44456
2019-044C,44448,DEBRIS,DRAGON CRS-18 DEB,US,2019-07-25,AFETR,2019-08-03,87.61,51.64,168,144,,,0,MEDIUM,7012,2019,44,C,Y,DRAGON CRS-18 DEB,2019-044C,44448
2019-044B,44447,DEBRIS,DRAGON CRS-18 DEB,US,2019-07-25,AFETR,2019-08-02,88.06,51.63,190,166,,,0,MEDIUM,7012,2019,44,B,Y,DRAGON CRS-18 DEB,2019-044B,44447
1994-029UL,24487,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,2019-08-02,88.1,81.9,188,173,,,0,SMALL,7020,1994,29,UL,Y,PEGASUS DEB,1994-029UL,24487
2018-084A,43671,DEBRIS,H-2A DEB,JPN,2018-10-29,TNSTA,2019-08-01,90.67,97.68,327,288,,,0,SMALL,7020,2018,84,A,Y,H-2A DEB,2018-084A,43671
2019-006DY,44474,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-30,88.18,96.15,204,165,,,0,SMALL,7020,2019,6,DY,Y,MICROSAT-R DEB,2019-006DY,44474
1998-067NA,42911,PAYLOAD,TANYUSHA 1,CIS,1998-11-20,TTMTR,2019-07-30,87.39,51.6,156,134,,,0,MEDIUM,7009,1998,67,NA,Y,TANYUSHA 1,1998-067NA,42911
2019-019A,44110,PAYLOAD,PROGRESS MS-11,CIS,2019-04-04,TTMTR,2019-07-29,92.84,51.64,418,409,,,0,,7008,2019,19,A,Y,PROGRESS MS-11,2019-019A,44110
2019-041C,44439,DEBRIS,SL-4 DEB,CIS,2019-07-20,TTMTR,2019-07-29,88.18,51.6,200,169,,,0,,7221,2019,41,C,Y,SL-4 DEB,2019-041C,44439
2019-006CH,44197,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-28,88.03,95.43,193,161,,,0,SMALL,7196,2019,6,CH,Y,MICROSAT-R DEB,2019-006CH,44197
2019-006S,44131,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-27,99.97,95.48,1233,281,,,0,SMALL,7196,2019,6,S,Y,MICROSAT-R DEB,2019-006S,44131
2019-006CE,44194,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-26,88.28,96.28,206,173,,,0,SMALL,7196,2019,6,CE,Y,MICROSAT-R DEB,2019-006CE,44194
1993-036BQE,37979,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,2019-07-26,92.82,74.03,436,389,,,0,SMALL,7091,1993,36,BQE,Y,COSMOS 2251 DEB,1993-036BQE,37979
2019-041B,44438,ROCKET BODY,SL-4 R/B,CIS,2019-07-20,TTMTR,2019-07-24,87.21,51.6,138,135,,,0,LARGE,7039,2019,41,B,Y,SL-4 R/B,2019-041B,44438
1998-018B,25263,PAYLOAD,IRIDIUM 61,US,1998-03-25,TSC,2019-07-23,87.28,86.4,161,118,,,0,LARGE,7005,1998,18,B,Y,IRIDIUM 61,1998-018B,25263
2019-006A,43947,PAYLOAD,MICROSAT-R,IND,2019-01-24,SRI,2019-07-23,87.5,96.61,163,138,,,0,SMALL,7012,2019,6,A,Y,MICROSAT-R,2019-006A,43947
2015-036B,40747,ROCKET BODY,DELTA 4 R/B,US,2015-07-24,AFETR,2019-07-22,148.26,23.09,5698,104,,,0,LARGE,7001,2015,36,B,Y,DELTA 4 R/B,2015-036B,40747
2019-006AZ,44162,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-21,88.16,95.97,199,168,,,0,SMALL,7196,2019,6,AZ,Y,MICROSAT-R DEB,2019-006AZ,44162
1994-029EZ,24102,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,2019-07-21,87.38,81.84,154,136,,,0,SMALL,7196,1994,29,EZ,Y,PEGASUS DEB,1994-029EZ,24102
1998-067MB,42722,PAYLOAD,NJUST-1,PRC,1998-11-20,TTMTR,2019-07-20,88.13,51.61,190,174,,,0,SMALL,7001,1998,67,MB,Y,NJUST-1,1998-067MB,42722
2018-062C,43583,ROCKET BODY,CZ-3B R/B,PRC,2018-07-29,XSC,2019-07-20,89.66,54.64,429,87,,,0,LARGE,6998,2018,62,C,Y,CZ-3B R/B,2018-062C,43583
2016-057A,41765,PAYLOAD,TIANGONG-2,PRC,2016-09-15,JSC,2019-07-19,90.12,42.78,376,185,,,0,LARGE,6997,2016,57,A,Y,TIANGONG-2,2016-057A,41765
1997-051WE,36488,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,2019-07-18,91.45,86.4,368,323,,,0,SMALL,7012,1997,51,WE,Y,IRIDIUM 33 DEB,1997-051WE,36488
2016-057H,41834,PAYLOAD,BANXING-2,PRC,2016-09-15,JSC,2019-07-15,86.9,42.74,129,113,,,0,MEDIUM,6998,2016,57,H,Y,BANXING-2,2016-057H,41834
2019-040A,44432,PAYLOAD,SPEKTR RG,CIS,2019-07-13,TTMTR,2019-07-13,,,,,HELIOCENTRIC ORBIT (SUN),,0,,6992,2019,40,A,Y,SPEKTR RG,2019-040A,44432
2019-040B,44433,ROCKET BODY,BLOCK DM-SL R/B,CIS,2019-07-13,TTMTR,2019-07-13,,,,,HELIOCENTRIC ORBIT (SUN),,0,,6992,2019,40,B,Y,BLOCK DM-SL R/B,2019-040B,44433
2019-006F,44120,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-10,88.7,95.46,226,194,,,0,SMALL,7020,2019,6,F,Y,MICROSAT-R DEB,2019-006F,44120
2019-006AB,44140,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-08,88.46,95.56,210,187,,,0,SMALL,7196,2019,6,AB,Y,MICROSAT-R DEB,2019-006AB,44140
2019-006AH,44146,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-05,87.13,96.58,143,121,,,0,SMALL,7020,2019,6,AH,Y,MICROSAT-R DEB,2019-006AH,44146
2018-067C,43604,ROCKET BODY,CZ-3B R/B,PRC,2018-08-24,XSC,2019-07-04,91.11,54.76,553,105,,,0,LARGE,6988,2018,67,C,Y,CZ-3B R/B,2018-067C,43604
2019-001B,43921,ROCKET BODY,CZ-3B R/B,PRC,2019-01-10,XSC,2019-07-03,99.91,26.75,1414,94,,,0,LARGE,6982,2019,1,B,Y,CZ-3B R/B,2019-001B,43921
2019-006BC,44165,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-03,88.02,96.7,186,167,,,0,SMALL,7020,2019,6,BC,Y,MICROSAT-R DEB,2019-006BC,44165
2019-006BR,44178,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-07-02,89,96.15,242,208,,,0,SMALL,7196,2019,6,BR,Y,MICROSAT-R DEB,2019-006BR,44178
2019-037J,44373,DEBRIS,ELECTRON DEB,US,2019-06-29,RLLC,2019-07-02,91.11,45.01,383,275,,,0,,7038,2019,37,J,Y,ELECTRON DEB,2019-037J,44373
2019-006AC,44141,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-06-30,88.31,96.05,203,179,,,0,SMALL,7001,2019,6,AC,Y,MICROSAT-R DEB,2019-006AC,44141
2018-037C,43434,DEBRIS,BREEZE-M DEB (TANK),CIS,2018-04-18,TTMTR,2019-06-29,93.24,48.25,764,102,,,0,LARGE,6988,2018,37,C,Y,BREEZE-M DEB (TANK),2018-037C,43434
1998-067MQ,42735,PAYLOAD,AOXIANG-1,PRC,1998-11-20,TTMTR,2019-06-26,87.81,51.61,169,163,,,0,SMALL,7001,1998,67,MQ,Y,AOXIANG-1,1998-067MQ,42735
2018-098A,43756,PAYLOAD,SOYUZ MS-11,CIS,2018-12-03,TTMTR,2019-06-25,92.83,51.63,419,407,,,0,MEDIUM,7196,2018,98,A,Y,SOYUZ MS-11,2018-098A,43756
2019-006BT,44180,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-06-25,89.16,94.67,254,212,,,0,SMALL,7020,2019,6,BT,Y,MICROSAT-R DEB,2019-006BT,44180
2019-006CC,44192,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-06-19,87.97,95.58,176,172,,,0,SMALL,7020,2019,6,CC,Y,MICROSAT-R DEB,2019-006CC,44192
2019-006BQ,44177,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-06-19,87.45,96.57,159,138,,,0,SMALL,6973,2019,6,BQ,Y,MICROSAT-R DEB,2019-006BQ,44177
2001-049BK,27115,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,2019-06-17,88.09,97.62,189,170,,,0,SMALL,7001,2001,49,BK,Y,PSLV DEB,2001-049BK,27115
2014-078D,40335,DEBRIS,ARIANE 5 DEB (SYLDA),FR,2014-12-06,FRGUI,2019-06-15,94.79,6.38,896,121,,,0,LARGE,6964,2014,78,D,Y,ARIANE 5 DEB (SYLDA),2014-078D,40335
2019-006CA,44190,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-06-14,87.9,95.98,178,163,,,0,SMALL,6973,2019,6,CA,Y,MICROSAT-R DEB,2019-006CA,44190
1977-065BN,10235,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,2019-06-14,89.73,28.84,265,258,,,0,SMALL,6973,1977,65,BN,Y,DELTA 1 DEB,1977-065BN,10235
2019-006AS,44155,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-06-14,88.15,95.99,191,175,,,0,SMALL,6988,2019,6,AS,Y,MICROSAT-R DEB,2019-006AS,44155
1977-018B,9864,ROCKET BODY,DELTA 1 R/B(2),US,1977-03-10,AFETR,2019-06-10,87.67,24.29,194,124,,,0,LARGE,6959,1977,18,B,Y,DELTA 1 R/B(2),1977-018B,9864
2018-091A,43702,PAYLOAD,PROGRESS MS-10,CIS,2018-11-16,TTMTR,2019-06-04,92.83,51.64,418,408,,,0,LARGE,6953,2018,91,A,Y,PROGRESS MS-10,2018-091A,43702
2019-025A,44222,PAYLOAD,DRAGON CRS-17,US,2019-05-04,AFETR,2019-06-03,92.69,51.64,417,396,,,0,LARGE,7196,2019,25,A,Y,DRAGON CRS-17,2019-025A,44222
1998-067LU,42713,PAYLOAD,ZA-AEROSAT,SAFR,1998-11-20,TTMTR,2019-06-02,88.32,51.62,200,183,,,0,SMALL,6960,1998,67,LU,Y,ZA-AEROSAT,1998-067LU,42713
2019-006CJ,44198,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-06-02,88.29,94.63,204,176,,,0,SMALL,6988,2019,6,CJ,Y,MICROSAT-R DEB,2019-006CJ,44198
2019-006BL,44173,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,2019-05-30,89.11,95.35,258,203,,,0,SMALL,6973,2019,6,BL,Y,MICROSAT-R DEB,2019-006BL,44173
1999-025DEJ,33649,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,2019-05-28,93.98,98.93,481,456,,,0,SMALL,6949,1999,25,DEJ,Y,FENGYUN 1C DEB,1999-025DEJ,33649
